Name,Time,Value
Tavian,2013-07-23 10-43-32.434,
Tavian,2013-07-23 10-43-33.044,
,,0
,,0
,,0
,,1
,,65535
Tavian,2013-07-23 10-43-38.027,
,,1
,,0
Tavian,2013-07-23 10-43-42.429,
Tavian,2013-07-23 10-43-44.426,
Tavian,2013-07-23 10-43-44.946,
,,0
Tavian,2013-07-23 10-43-47.422,
,,0
,,0
,,0
Tavian,2013-07-23 10-43-50.320,
,,65535
,,0
Tavian,2013-07-23 10-43-52.019,
Tavian,2013-07-23 10-43-55.418,
,,1
Tavian,2013-07-23 10-43-56.418,
,,0
,,0
,,0
,,0
,,1
Tavian,2013-07-23 10-44-03.414,
,,0
,,1
,,1
,,3
Tavian,2013-07-23 10-44-09.008,
,,0
,,0
Tavian,2013-07-23 10-44-11.408,
,,1
,,0
,,0
,,0
,,0
,,0
,,1
Tavian,2013-07-23 10-44-19.403,
,,3
Tavian,2013-07-23 10-44-21.000,
,,0
,,1
,,0
Tavian,2013-07-23 10-44-24.900,
,,0
,,0
,,1
,,0
,,1
,,1
,,0
,,1
,,65535
,,0
,,1
Tavian,2013-07-23 10-44-31.993,
,,1
,,0
,,0
,,1
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-44-35.690,
,,0
Tavian,2013-07-23 10-44-37.392,
,,1
Tavian,2013-07-23 10-44-38.119,
Tavian,2013-07-23 10-44-38.394,
,,0
Tavian,2013-07-23 10-44-41.389,
,,1
,,1
,,3
Tavian,2013-07-23 10-44-45.387,
,,1
Tavian,2013-07-23 10-44-46.385,
,,0
,,0
Tavian,2013-07-23 10-44-48.383,
,,0
,,2
,,0
Tavian,2013-07-23 10-44-52.881,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-45-04.772,
Tavian,2013-07-23 10-45-05.394,
,,0
Tavian,2013-07-23 10-45-06.770,
,,65535
Tavian,2013-07-23 10-45-07.569,
Tavian,2013-07-23 10-45-09.870,
,,0
Tavian,2013-07-23 10-45-10.870,
,,0
,,1
,,1
,,0
,,1
Tavian,2013-07-23 10-45-18.365,
,,2
Tavian,2013-07-23 10-45-20.864,
,,1
,,0
Tavian,2013-07-23 10-45-23.461,
Tavian,2013-07-23 10-45-24.458,
,,0
,,1
,,0
Tavian,2013-07-23 10-45-32.154,
,,1
Tavian,2013-07-23 10-45-32.874,
,,0
Tavian,2013-07-23 10-45-33.855,
,,1
,,0
Tavian,2013-07-23 10-45-35.853,
,,1
,,1
,,0
,,0
Tavian,2013-07-23 10-45-39.351,
,,1
,,0
,,2
Tavian,2013-07-23 10-45-44.348,
Tavian,2013-07-23 10-45-45.345,
,,2
,,2
Tavian,2013-07-23 10-45-46.745,
Tavian,2013-07-23 10-45-47.366,
,,1
,,1
,,2
,,1
,,65535
,,0
,,2
Tavian,2013-07-23 10-45-55.439,
Tavian,2013-07-23 10-45-56.438,
,,1
Tavian,2013-07-23 10-45-59.338,
,,0
Tavian,2013-07-23 10-46-01.837,
,,1
Tavian,2013-07-23 10-46-02.835,
,,0
,,2
,,0
,,1
Tavian,2013-07-23 10-46-07.852,
,,1
,,2
Tavian,2013-07-23 10-46-09.429,
,,1
,,0
,,0
Tavian,2013-07-23 10-46-13.227,
,,0
Tavian,2013-07-23 10-46-17.424,
Tavian,2013-07-23 10-46-19.846,
,,1
,,0
Tavian,2013-07-23 10-46-22.921,
,,0
Tavian,2013-07-23 10-46-24.420,
,,1
,,0
,,2
,,1
,,0
,,0
Tavian,2013-07-23 10-46-29.321,
,,1
,,2
,,1
Tavian,2013-07-23 10-46-31.819,
Tavian,2013-07-23 10-46-33.317,
,,0
,,2
,,0
,,1
,,2
Tavian,2013-07-23 10-46-38.412,
,,0
Tavian,2013-07-23 10-46-42.310,
,,1
Tavian,2013-07-23 10-46-43.309,
,,0
,,0
,,2
,,0
,,0
,,0
Tavian,2013-07-23 10-46-49.305,
Tavian,2013-07-23 10-46-49.826,
Tavian,2013-07-23 10-46-50.323,
,,1
,,0
Tavian,2013-07-23 10-46-52.901,
,,1
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,1
Tavian,2013-07-23 10-47-10.791,
,,0
,,1
,,0
,,0
,,0
,,1
,,0
,,0
,,0
Tavian,2013-07-23 10-47-23.283,
Tavian,2013-07-23 10-47-24.282,
,,0
,,65535
,,0
,,0
Tavian,2013-07-23 10-47-29.799,
,,1
,,0
,,0
,,0
,,1
,,0
Tavian,2013-07-23 10-47-36.373,
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,1
,,0
Tavian,2013-07-23 10-48-09.254,
,,1
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-48-16.946,
,,0
,,0
,,0
,,65535
,,0
,,1
Tavian,2013-07-23 10-48-23.764,
,,0
,,1
Tavian,2013-07-23 10-48-25.261,
,,0
,,1
,,0
,,0
,,0
,,0
,,0
,,0
,,1
Tavian,2013-07-23 10-48-33.455,
Tavian,2013-07-23 10-48-35.235,
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-48-39.734,
,,1
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-48-47.729,
,,0
,,0
,,0
Tavian,2013-07-23 10-48-50.226,
,,1
Tavian,2013-07-23 10-48-51.245,
,,1
,,0
,,0
,,0
,,1
Tavian,2013-07-23 10-48-57.449,
,,0
,,0
Tavian,2013-07-23 10-48-59.221,
,,1
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-49-05.735,
,,1
,,0
,,0
,,0
Tavian,2013-07-23 10-49-08.215,
,,1
Tavian,2013-07-23 10-49-11.213,
,,1
,,1
Tavian,2013-07-23 10-49-13.730,
,,1
Tavian,2013-07-23 10-49-15.730,
,,0
,,0
,,0
,,1
,,0
Tavian,2013-07-23 10-49-19.209,
,,1
Tavian,2013-07-23 10-49-19.937,
,,0
,,0
Tavian,2013-07-23 10-49-21.706,
,,0
,,0
,,0
,,0
,,0
,,1
,,0
,,1
,,1
,,0
,,0
Tavian,2013-07-23 10-49-30.700,
,,1
Tavian,2013-07-23 10-49-31.418,
,,0
,,0
,,0
Tavian,2013-07-23 10-49-37.694,
